statecensus,child_0_2_parents_co,child_0_2_parents_co_nwa,child_0_2_parents_co_sib,child_0_2_parents_co_ptw,child_0_2_parent_essential_co,child_0_2_parent_essential_co_nwa,child_0_2_parent_essential_co_sib,child_0_2_parent_essential_co_ptw,child_0_2_parent_hospital_co,child_0_2_parent_hospital_co_nwa,child_0_2_parent_hospital_co_sib,child_0_2_parent_hospital_co_ptw,child_0_2_parent_hospitals_plus_co,child_0_2_parent_hospitals_plus_co_nwa,child_0_2_parent_hospitals_plus_co_sib,child_0_2_parent_hospitals_plus_co_ptw,child_0_2_parent_nursing_facilities_co,child_0_2_parent_nursing_facilities_co_nwa,child_0_2_parent_nursing_facilities_co_sib,child_0_2_parent_nursing_facilities_co_ptw,child_0_2_parent_all_co,child_0_2_parent_all_co_nwa,child_0_2_parent_all_co_sib,child_0_2_parent_all_co_ptw,child_3_5_parents_co,child_3_5_parents_co_nwa,child_3_5_parents_co_sib,child_3_5_parents_co_ptw,child_3_5_parent_essential_co,child_3_5_parent_essential_co_nwa,child_3_5_parent_essential_co_sib,child_3_5_parent_essential_co_ptw,child_3_5_parent_hospital_co,child_3_5_parent_hospital_co_nwa,child_3_5_parent_hospital_co_sib,child_3_5_parent_hospital_co_ptw,child_3_5_parent_hospitals_plus_co,child_3_5_parent_hospitals_plus_co_nwa,child_3_5_parent_hospitals_plus_co_sib,child_3_5_parent_hospitals_plus_co_ptw,child_3_5_parent_nursing_facilities_co,child_3_5_parent_nursing_facilities_co_nwa,child_3_5_parent_nursing_facilities_co_sib,child_3_5_parent_nursing_facilities_co_ptw,child_3_5_parent_all_co,child_3_5_parent_all_co_nwa,child_3_5_parent_all_co_sib,child_3_5_parent_all_co_ptw,child_6_11_parents_co,child_6_11_parents_co_nwa,child_6_11_parents_co_sib,child_6_11_parents_co_ptw,child_6_11_parent_essential_co,child_6_11_parent_essential_co_nwa,child_6_11_parent_essential_co_sib,child_6_11_parent_essential_co_ptw,child_6_11_parent_hospital_co,child_6_11_parent_hospital_co_nwa,child_6_11_parent_hospital_co_sib,child_6_11_parent_hospital_co_ptw,child_6_11_parent_hospitals_plus_co,child_6_11_parent_hospitals_plus_co_nwa,child_6_11_parent_hospitals_plus_co_sib,child_6_11_parent_hospitals_plus_co_ptw,child_6_11_parent_nursing_facilities_co,child_6_11_parent_nursing_facilities_co_nwa,child_6_11_parent_nursing_facilities_co_sib,child_6_11_parent_nursing_facilities_co_ptw,child_6_11_parent_all_co,child_6_11_parent_all_co_nwa,child_6_11_parent_all_co_sib,child_6_11_parent_all_co_ptw,child_12_17_parents_co,child_12_17_parents_co_nwa,child_12_17_parents_co_sib,child_12_17_parents_co_ptw,child_12_17_parent_essential_co,child_12_17_parent_essential_co_nwa,child_12_17_parent_essential_co_sib,child_12_17_parent_essential_co_ptw,child_12_17_parent_hospital_co,child_12_17_parent_hospital_co_nwa,child_12_17_parent_hospital_co_sib,child_12_17_parent_hospital_co_ptw,child_12_17_parent_hospitals_plus_co,child_12_17_parent_hospitals_plus_co_nwa,child_12_17_parent_hospitals_plus_co_sib,child_12_17_parent_hospitals_plus_co_ptw,child_12_17_parent_nursing_facilities_co,child_12_17_parent_nursing_facilities_co_nwa,child_12_17_parent_nursing_facilities_co_sib,child_12_17_parent_nursing_facilities_co_ptw,child_12_17_parent_all_co,child_12_17_parent_all_co_nwa,child_12_17_parent_all_co_sib,child_12_17_parent_all_co_ptw,child_any_parents_co,child_any_parents_co_nwa,child_any_parents_co_sib,child_any_parents_co_ptw,child_any_parent_essential_co,child_any_parent_essential_co_nwa,child_any_parent_essential_co_sib,child_any_parent_essential_co_ptw,child_any_parent_hospital_co,child_any_parent_hospital_co_nwa,child_any_parent_hospital_co_sib,child_any_parent_hospital_co_ptw,child_any_parent_hospitals_plus_co,child_any_parent_hospitals_plus_co_nwa,child_any_parent_hospitals_plus_co_sib,child_any_parent_hospitals_plus_co_ptw,child_any_parent_nursing_facilities_co,child_any_parent_nursing_facilities_co_nwa,child_any_parent_nursing_facilities_co_sib,child_any_parent_nursing_facilities_co_ptw,child_any_parent_all_co,child_any_parent_all_co_nwa,child_any_parent_all_co_sib,child_any_parent_all_co_ptw
North Dakota,12066.324021479177,7495.181947653362,7123.829338172778,5250.043264007441,4556.351157857036,3857.0624252916778,3595.1113662996745,2778.4726043951373,518.7135202379965,461.95275692798833,438.2332658565552,354.0854739063304,795.7752398370881,709.9721347813079,686.2526437098749,509.3093250361352,282.24213136751973,257.03764877814126,250.59760362047973,156.27406877473268,1078.0173712046078,967.0097835594491,936.8502473303545,665.583393810868,11704.594580491896,7277.31405921961,6623.90338220116,4791.29218320607,4652.192107159648,3895.4556278924474,3443.823095238089,2578.182979821168,511.9922293134019,490.0810316302267,444.4832581315859,329.88588924695836,746.9972912740169,670.4537632872544,577.6949391214424,436.02627529895733,211.3647132679632,173.91657598707883,173.91657598707883,88.55394989010748,958.3620045419801,844.3703392743332,751.6115151085212,524.5802251890649,23000.65012819526,15302.991945888129,10723.301711629734,8312.185436850928,9446.582677249453,7996.41817327059,5450.710022746714,4453.343867040656,822.9059812540492,770.1133038084606,544.1446231218522,359.71639921339823,1119.2456515124063,1034.7164007294775,697.2591088775697,484.4319517297949,466.8386657645315,429.0043371326534,320.7940217501016,222.74109355980266,1586.0843172769378,1463.7207378621308,1018.0531306276713,707.1730452895976,22347.433015438386,16400.686183728918,2846.177631992475,2122.8992340912528,10150.279409921426,9093.501974976109,1437.5494628431475,1062.3389877927991,1021.038348945542,958.9759182697317,94.03243710677711,66.2372832648638,1485.4207476205158,1399.2114713468784,183.84285411177015,147.2038720768228,423.71179774322934,354.85504187408435,92.23620226843614,70.11276123568811,1909.1325453637453,1754.0665132209624,276.0790563802063,217.31663331251093,69119.00174560472,46476.174136490015,27317.212063996147,20476.420118155693,28805.405352187565,24842.438201430825,13927.193947127624,10872.33843904976,2874.65007975099,2681.123010636407,1520.8935842167705,1109.9250456315508,4147.438930244027,3814.3537701449186,2145.049545820657,1576.9714241417103,1384.1573081432437,1214.8136037719578,837.5444036260963,537.681873460331,5531.596238387271,5029.167373916876,2982.5939494467534,2114.653297602041
Ohio,146541.51298078513,80959.81124243853,72839.57236000146,53161.23158499593,57105.196641114875,44167.68966665908,39236.43491781378,28310.16281633776,8375.16450877706,7395.21504684181,6651.916596295544,3975.6934837006875,10656.146875684459,9073.893607982525,8164.432776064741,4825.355987495582,5898.941606709328,4625.412261500874,3269.3868906734633,2464.8678064438204,16555.088482393785,13699.3058694834,11433.819666738205,7290.223793939401,185034.41431598255,108480.97477394935,93841.06034499111,65235.132533166936,71591.85280923726,54731.880721069436,46782.40042519532,33234.41678699654,10083.501210997769,9049.489914467025,7914.819362489548,5294.761650659045,14509.583122866023,12600.654749909132,11284.446019893965,7456.085873978245,4257.311547703561,3507.9900582147443,2582.18004562293,2052.3835934046356,18766.89467056958,16108.644808123876,13866.626065516895,9508.469467382882,369157.70089014014,215023.63841767726,155848.50971895928,112483.61971521759,147861.05102816602,114469.64871794963,84579.83530579275,62567.25829154629,18424.54052306677,16139.344526362833,11782.382066557439,9242.881275422007,25562.216237187517,22417.805115136816,15991.950521763856,12614.176480572622,9620.741469201941,8287.483075819628,4901.696687294094,3079.3592360735383,35182.95770638946,30705.288190956442,20893.647209057952,15693.53571664616,352273.4127111271,219398.58360956158,38101.180895321566,26543.510040808516,140471.50244355595,114398.0920020744,17048.269637692894,11789.149283744428,16273.528032356562,13862.068936784484,1550.6206794477482,1012.0164162115659,24928.925074533276,20796.361516764944,2564.4000910525206,1782.1242248929761,12321.8753087787,10707.671691127935,460.56407613921317,316.9958842133078,37250.80038331198,31504.033207892877,3024.964167191734,2099.120109106284,1053007.040898035,623863.0080436268,360630.32331927336,257423.49387418892,417029.60292207415,327767.31110775255,187646.94028649473,135900.98717862502,53156.734275198156,46446.11842445615,27899.73870479028,19525.3528259933,75656.87131027128,64888.714989793414,38005.22940877509,26677.742566939425,32098.869932393525,27128.55708666318,11213.8276997297,7913.606520135302,107755.74124266481,92017.27207645659,49219.057108504785,34591.34908707473
Oklahoma,56727.61076044122,25076.587901938117,21733.351608683435,15310.91397878619,19678.17659370555,13257.014554061863,11609.645678307075,8179.3973448056,1505.4107866233048,1387.0587022437394,1196.0499152735279,825.9516918225306,3211.7557872443936,2695.245523355275,2417.038338851264,1738.6001141291688,762.5271936339226,317.0072557717886,317.0072557717886,249.72257764062655,3974.2829808783167,3012.2527791270636,2734.0455946230522,1988.3226917697957,65366.2855341099,31316.775264649707,26125.43781127164,18868.250010838023,23359.588801618713,15986.421910718851,12592.372081097954,9444.151700937136,1771.1570155743404,1495.7860526905001,1002.8561858268476,653.2626038174346,2858.867397524575,2418.587553610782,1814.7276816723274,1095.8899795216707,1360.9816978950475,1097.5858468418335,867.3094386429136,564.8911289887295,4219.849095419623,3516.1734004526156,2682.037120315241,1660.7811085104001,134768.1431245044,69620.71464352819,45423.572809864,34288.539355603134,49794.29674827753,36040.743961143984,23613.174480122154,18681.547355371917,4662.45688382353,3984.850342678954,2637.93601960228,2123.2945992716827,7609.097311822969,6356.566582249697,4288.662778373708,3364.8367407389546,2568.2498687863367,1802.478740203633,1215.108588563176,862.8980228856689,10177.347180609304,8159.0453224533285,5503.771366936883,4227.734763624624,128679.0919068866,73163.77161971536,11887.319423614128,8876.796083485926,51449.12730268187,39329.479547310286,5741.065173044887,4467.042649233621,3629.305320071008,2990.7889464058517,350.72602142799093,350.72602142799093,6298.471133747146,5227.213490396657,500.28601751484723,461.47053801057103,2304.877001377531,1238.687050911354,262.8632701933317,15.014185772235345,8603.348135124677,6465.900541308011,763.1492877081788,476.4847237828064,385541.1313259422,199177.84942983137,105169.68165343322,77344.49942871327,144281.18944628365,104613.659973235,53556.25741257207,40772.139050348276,11568.330006092183,9858.484044019046,5187.568142130647,3953.2349163396398,19978.19163033908,16697.61314961241,9020.714816412146,6660.797372400365,6996.635761692837,4455.758893728608,2662.2885531712095,1692.5259152872602,26974.827392031922,21153.37204334102,11683.003369583355,8353.323287687625
Oregon,48152.68770767018,23329.661182114556,21412.750774717166,12431.795092946524,16739.437776295523,11390.95519244132,10064.313674525252,6910.247968200732,2905.997453133154,2149.073405092872,2067.5941533460427,1622.4753131010775,4237.51354050487,3395.4850456328595,3314.0057938860314,2446.659916541611,201.11460395168876,187.78136153576955,187.78136153576955,128.24315459536973,4438.628144456558,3583.266407168629,3501.787155421801,2574.9030711369805,63878.600897112956,30373.70024261756,27763.666205634403,17150.1072974337,24275.89729307669,15649.681393875699,14353.517753079892,10533.06972293059,3588.317165794481,2966.8899768106044,2885.4107250637758,2231.9499041059976,5812.444692591531,4932.796619875513,4773.14077783628,3459.575516054845,1314.784936241381,271.7396878442867,271.7396878442867,191.2638063966246,7127.229628832911,5204.5363077198,5044.880465680567,3650.83932245147,124175.77578804412,71085.68024044146,53326.480477715995,31466.551214966108,47187.82624366902,34225.91917797834,25824.098457063403,15696.50527815569,7192.756783369168,6632.791547888339,6014.287605607258,3443.5167284306754,10534.087103350194,9612.80618959664,8471.743897451854,4503.895831015299,1610.6617415951598,812.9234832575734,460.7695485204971,344.0619921244898,12144.748844945352,10425.729672854215,8932.513445972354,4847.957823139789,123984.14583854073,74263.93272957324,11837.001902304833,7641.0224474163215,51169.10470228119,38985.11908958435,5435.7160766753395,3749.649843721326,3686.398349122024,3176.0974291738926,870.3416442790397,448.8726636163637,7072.252676595739,5635.100414664237,1376.973597169181,898.6196613945067,2162.352651912558,1787.6801434453537,281.20947705283453,187.42682327497823,9234.605328508298,7422.78055810959,1658.1830742220154,1086.046484669485,360191.210231368,199052.97439474682,114339.89936037241,68689.47605276265,139372.26601532244,100251.6748538797,55677.645961343886,36889.47281300833,17373.469751418826,14924.852358965705,11837.634128296117,7746.814609254115,27656.29801304233,23576.188269769253,17935.864066343347,11308.750925006261,5288.913933700788,3060.1246760829836,1201.5000749533879,850.9957763914622,32945.21194674312,26636.312945852234,19137.364141296737,12159.746701397724
Pennsylvania,145471.85046478108,86329.83371556234,76240.96946086902,56530.12878298765,62336.332013581894,49579.48064151808,44378.61037430493,32643.417570112164,6840.772582978778,5536.615299678741,5076.416718267956,3461.342688098563,11891.478809242592,9862.913214563165,8809.438683208597,6252.942455176422,5992.38339689551,4602.154430283468,3752.9510652288286,2050.134205661259,17883.862206138103,14465.067644846631,12562.389748437427,8303.07666083768,167885.24539093106,95275.30125225073,84617.67420364167,56351.55015359952,69812.96709334783,50774.55379172402,45197.73536304383,31147.34940366438,8597.304669851274,6140.040376828749,5400.574831699691,3340.990079025615,14755.376282445925,11167.934290648187,9864.980849631918,6484.194600369091,3180.0829400049406,2933.085341247071,1914.825686031092,1596.2869469579089,17935.459222450863,14101.019631895257,11779.806535663009,8080.481547326999,362754.9341080619,217961.63304558067,157321.61743379763,112111.46136614168,152508.5827784878,116563.3307122505,82836.33419395305,63901.20781118448,14134.390343074014,10798.819768143187,7608.305848617613,6612.0071690041095,24520.02158152567,19399.960988327588,13374.434287289752,11382.614157513446,10857.348923831816,8650.594632563938,6230.929021261829,3996.3689800733505,35377.37050535749,28050.55562089153,19605.36330855158,15378.983137586798,381842.49272490817,243723.26131519995,39096.303053029704,24152.882933270746,160870.46293949353,129399.93784991547,21809.906281376705,14347.72356112069,13617.674846526617,10427.686444076617,1379.7507375258356,1111.1478638415344,21842.412655164848,17126.443743071308,2689.7636944964206,2066.9055522261306,9018.655188735378,7189.0799062563865,1215.4391593499026,900.3351095794812,30861.067843900222,24315.523649327693,3905.2028538463233,2967.2406618056116,1057954.5226886822,643290.0293285938,357276.564151338,249146.02323599963,445528.34482491104,346317.3029954081,194222.5862126785,142039.6983460817,43190.14244243069,32903.16188872729,19465.048136111094,14525.487799969822,73009.28932837903,57557.25223661024,34738.61751462669,26186.656765285094,29048.47044946764,23374.914310350865,13114.144931871651,8543.125242271999,102057.75977784667,80932.1665469611,47852.76244649834,34729.78200755709
Rhode Island,11816.071425923301,5697.603180304163,5386.932955565506,3669.7047789974577,3824.5870280600143,2869.0703345014813,2747.764844977732,1979.3760569976523,624.586965068401,434.2931551843914,428.4171452802282,352.9648090704832,933.2862869938366,677.9786966330643,632.8351942105321,464.53744395418346,198.0426018830781,134.6540388167744,134.6540388167744,116.3440928776223,1131.3288888769146,812.6327354498386,767.4892330273066,580.8815368318058,15432.084468057203,8592.88567144616,7932.587454793307,5097.042654724456,6188.265727660851,5031.717438666228,4712.480313269584,3151.8801363851467,689.1785756321261,552.0656215105623,521.1272397115661,324.78198612199265,1209.204580138008,1017.3939583224095,877.407487150972,621.4654103235838,255.91764840942096,73.75923535743854,73.75923535743854,47.54286023555009,1465.122228547429,1091.153193679848,951.1667225084107,669.008270559134,30879.558656021534,19145.285379408455,14326.951383976633,9953.124747687436,13292.942787145255,10253.504213971337,7950.8039521994615,5847.005445087916,1165.7095651508482,792.0728627927638,584.3651231924828,468.5762102970123,2170.2821733390515,1599.7315590233936,1215.2356594545693,886.0533178156793,757.1645272205482,657.2510283287891,501.6199569918611,413.0620693698095,2927.4467005595993,2256.9825873521827,1716.8556164464303,1299.1153871854888,28834.721805125275,17353.593010496683,2421.5004544156145,1537.9218720143092,11848.37670106838,9570.654332160111,1363.5340866704641,688.49426861091,1035.3911212437317,798.035081273338,68.87070082997289,45.2999836264648,2043.2306689405543,1782.4106343578355,247.81642497692826,89.11959321840808,691.7935216546606,547.0019049712973,70.16842684857372,31.14637448961237,2735.024190595215,2329.4125393291333,317.98485182550195,120.26596770802045,86962.4363551273,50789.36724165547,30067.97224875106,20257.79405342366,35154.1722439345,27724.946319299153,16774.583197117237,11666.755907081626,3514.8662270951068,2576.4667207610555,1602.78020901425,1191.622989115953,6356.00370941145,5077.514848336704,2973.2947657930017,2061.175765311855,1902.9182991677078,1412.6662074742992,780.2016580146478,608.0953969725942,8258.9220085791585,6490.181055811002,3753.4964238076495,2669.271162284449
South Carolina,55956.06546240148,30088.96714787519,25904.9039085749,19494.11561498614,17698.236755657323,14441.504926990714,12032.059684872094,9548.556286481755,2598.9179974858193,2321.0983590091237,1929.5087274511504,1514.8431026209932,3591.0159609720185,3251.1080057569525,2859.5183741989795,2161.5238345534076,1115.5064890530987,897.0953255391436,527.5834098614281,456.70640202607814,4706.522450025118,4148.203331296097,3387.101784060407,2618.230236579486,66884.70019741294,33527.454029892404,29045.72053376108,22683.508915528924,21197.71737996728,14675.487986221662,12979.718094154761,10674.887877376703,2807.075934479969,2437.7506793630027,2437.7506793630027,2351.3774043971753,3744.4250469968156,3245.098251330301,3245.098251330301,2952.1670271409535,1931.8323311850704,1540.8903193749634,1149.8788675323428,925.1032729673304,5676.257378181886,4785.988570705265,4394.977118862644,3877.270300108284,156516.9729865019,85688.76158010644,61546.1170845375,47104.62773552005,56953.69155266003,43787.64807476363,31367.134913657508,23879.73643498195,7004.144730129931,5383.469408600225,4176.608562493209,3644.923961774372,9576.030817237292,7690.894978469413,5340.571932972333,4635.29170354196,3406.449262436106,2989.8797888573245,2389.2442420430125,1850.3063881537666,12982.480079673398,10680.774767326739,7729.816175015346,6485.598091695726,141067.011122103,80847.49291455059,12904.145815997541,9925.428436950619,53640.07865512923,41971.25570424197,6392.517765995473,4955.461767331203,5846.459586147652,4561.904188471174,550.6720907553128,479.518625982093,9134.685856652352,6876.254790492176,844.8171194086923,703.2915275860997,2366.335467634821,2034.7892383391163,457.21516423322606,284.59275461942565,11501.021324287174,8911.044028831293,1302.0322836419184,987.8842822055252,420424.74976841937,230152.6756724246,129400.88734287102,99207.68070298573,149489.72434341387,114875.89669221797,62771.43045867983,49058.64236617162,18256.598248243372,14704.222635443526,9094.540060062674,7990.6630947746335,26046.15768185848,21063.356026048845,12290.005677910307,10452.27409282242,8820.123550309096,7462.654672110549,4523.921683670009,3516.708817766601,34866.281232167574,28526.010698159393,16813.927361580318,13968.982910589022
South Dakota,14270.041137282951,9247.933119236905,8804.565206986395,6148.095824429055,6284.685777762181,5106.000594286591,4810.6746088522195,3489.5191189698257,923.3069761871387,875.5466791398234,844.1345572170138,523.5098120874547,1420.6599119203843,1349.0204650612004,1278.2337129379944,833.7721014721667,274.9053041604584,208.28211994730404,208.28211994730404,150.22451228451956,1695.5652160808424,1557.3025850085044,1486.5158328852986,983.9966137566862,14394.991887833503,10189.011411117364,9340.583942556977,6905.417643728674,7135.62106753411,5856.006933793367,5278.942841853696,4116.574760413376,987.1482062769471,918.363721263342,848.6987336449447,612.8090608063939,1403.1377609419158,1308.8067633098058,1201.0262841498784,844.6414249688546,350.5270352433701,281.5622101511167,237.9277938220545,173.5784305968818,1753.664796185286,1590.3689734609225,1438.954077971933,1018.2198555657363,27791.47228054861,19460.435344983558,14483.381192261966,10601.348797032506,12869.777179771416,10664.387633995831,7566.5488479556725,5565.412844012363,1999.8410781790294,1845.4452745596582,1431.9770959138418,888.3169063316834,2924.0300170288724,2692.942094162607,2003.3387374064341,1230.158364353118,415.4462449938626,307.9654710768486,124.33065550875295,110.27287282841891,3339.4762620227348,3000.907565239456,2127.6693929151875,1340.431237181537,27667.596164798797,19502.295025123145,3446.340264038024,2355.4617776398704,14479.985415312545,12150.558064641114,2116.2859568834324,1371.570784392087,1898.4048692043812,1626.8877070569013,277.6034461330238,189.27511098786746,2720.7796210571105,2368.111914062927,427.2819570914658,274.48326456663943,662.0932239163335,423.92629030598215,43.85886383212333,43.85886383212333,3382.8728449734444,2792.03820436891,471.1408209235891,318.3421283987628,84124.10147046385,58399.674900460974,36074.87060584336,26010.324042830103,40770.069440380255,33776.953226716905,19772.45225554502,14543.077507787653,5808.701129847497,5266.243382019724,3402.413832908824,2213.9108902133994,8468.607310948282,7718.881236596541,4909.880691585773,3183.055155360779,1702.9718083140247,1221.7360914812512,614.3994331102348,477.9346795419436,10171.579119262306,8940.617328077793,5524.280124696008,3660.989834902722
Tennessee,83543.50280517146,40402.718060480904,37498.990652296154,25825.396653679178,25705.982470885927,19161.68854602544,17300.53713247374,12576.682408984945,2741.5181838871713,2172.570579621799,1791.6951088331195,1453.2328281495284,3604.5752155260616,2808.312923698314,2281.3690988418193,1839.0115337953055,998.7940215532058,777.7373408978042,739.1901516603667,587.5175700276211,4603.369237079267,3586.0502645961183,3020.559250502186,2426.529103822926,97836.2520437681,52318.27896195404,46358.15940271431,34526.55613975381,33471.00311500449,25270.18247399461,21190.54313563867,16213.791408774794,4129.377840114913,3536.6279904654284,2900.3408758554556,2442.9668726057685,6698.17120118015,5435.181438058907,4296.539329060046,3487.8779012553073,860.6590486131844,570.3976557528244,548.576686430846,375.1718957350103,7558.830249793335,6005.579093811732,4845.116015490891,3863.0497969903176,189300.74038431342,101344.14294192854,76828.95339189582,54386.34548224547,65142.202467939016,49853.38376595001,37180.55127358274,27467.365148477853,6978.001067500935,5621.83493985086,4103.686926562263,3563.3332718113024,12167.905945842313,9229.53408402306,6844.556732115005,5338.550181530674,2661.9206507549966,2173.0498237214983,2000.2854385590092,1685.625938211878,14829.826596597308,11402.583907744558,8844.842170674014,7024.176119742553,193439.691672922,104442.30354001683,16792.552050199425,11120.796755360014,73035.24335482513,56909.71561068549,9209.558170980015,6197.696509592181,7403.1828974029195,5594.96730569626,1228.8490785371653,1088.652313977796,11747.430547861935,9167.361239182646,1544.630616094137,1278.1543782981437,3352.8703538604564,2469.865287838021,418.3337198755982,279.20818090185594,15100.30090172239,11637.226527020668,1962.964335969735,1557.3625591999996,564120.186906175,298507.44350438035,177478.65549710568,125859.09503103847,197354.43140865452,151194.97039665555,84881.18971267517,62455.53547582976,21252.079988905938,16926.00081563435,10024.571989788003,8548.185286544396,34218.08291041046,26640.38968496293,14967.095776111006,11943.593994879431,7874.244074781844,5991.050108210147,3706.3859965258202,2927.523584876365,42092.3269851923,32631.439793173075,18673.48177263683,14871.117579755795
Texas,385446.43252001324,178191.47087546063,149584.96823360765,113992.89816950743,124083.56982144328,87577.84408733826,74139.96235280641,58567.56826052879,14541.99650826063,12088.502587541387,10057.661192952508,8245.188224413847,22735.29081378644,18297.641899200466,14922.615894544839,11994.264797110389,4151.38576844474,3234.516535913508,3005.384502603821,2445.2754574519663,26886.67658223118,21532.15843511397,17928.00039714866,14439.540254562355,458281.2431766556,223909.99029140268,190453.11106068664,145223.2737582874,155124.2634176973,109287.37163825727,94766.47710325205,73245.30765363728,15206.015565455988,12243.969603070911,11234.570756963922,9166.94487893255,23398.659205625525,18464.37915806269,16516.604655647527,13129.289136002053,6882.525252537801,5638.247727565715,4447.504970762841,3715.6397365809485,30281.184458163327,24102.626885628404,20964.109626410373,16844.928872583,934704.1544866785,512336.1051324561,353923.2958331527,262589.7929834793,340197.2229383648,260050.86644961152,182110.66207356364,139722.83795840762,33907.17295542482,29013.700446941515,22150.02000742015,16532.407014467073,51463.724669673415,43110.45427871751,31757.056676416323,23954.08412596646,8229.473010538437,6501.88524685723,4915.745155368058,4279.7266085565925,59693.19768021185,49612.33952557473,36672.80183178439,28233.81073452305,942964.4237023573,526252.1685553466,73858.07168432699,52017.49531946255,356001.93306734465,275873.44126156933,39982.271585322655,29119.58003205954,30497.804589954405,25431.964945486634,3640.68903524331,3165.6246405128436,50596.82212222183,43268.58117224459,5797.450115839493,4867.851906171281,8159.598774499175,6478.82783050921,1515.01926604913,1081.2124066821546,58756.42089672099,49747.409002753804,7312.4693818886235,5949.064312853435,2721396.253885705,1440689.7348546658,767819.446811774,573823.4602307365,975406.9892448501,732789.5234367764,390999.3731149448,300655.2939046332,94152.98961909585,78778.13758304044,47082.94099257989,37110.16475832631,148194.4968113072,123141.05650822524,68993.72734244818,53945.48996525018,27422.982806020154,21853.477340845664,13883.653894783849,11521.854209271663,175617.47961732736,144994.5338490709,82877.38123723202,65467.344174521844
Utah,57453.554036736685,25511.81529548954,23061.063809188385,10839.800569037137,18011.693409616935,11204.649259245283,10400.414122090819,5399.948952737018,1626.9714958789327,1227.5673471915463,1165.8364510211286,581.8070912731256,2780.89115533307,1968.4995249175222,1897.1194680052117,968.015399854037,552.0979921609064,502.344876951777,397.483302129573,256.8735390732837,3332.9891474939764,2470.844401869299,2294.602770134785,1224.8889389273206,59275.99199625235,27216.687923032576,23482.74409361515,11718.730557116698,19043.00828326258,12244.64274447019,10685.934137368002,5393.392585610178,2324.236651729133,1819.8925363829273,1725.7005217841167,1041.2071497164432,3423.198929353195,2627.2828345518096,2248.974403797362,1434.4002916861455,347.6194775264993,347.6194775264993,209.80376656101438,171.84537483748545,3770.818406879694,2974.9023120783086,2458.7781703583764,1606.245666523631,138883.91080914828,69613.20751806226,43031.72936548627,21570.264834074464,44390.26431683468,30825.925319865575,17292.204808822516,8781.396946098575,3757.548906650454,2965.030625639609,2249.74848306251,1449.6028225156965,6993.2709379711505,4849.21843714092,3531.207492887709,2003.142567564926,697.1712809642017,510.84056217900564,231.90455779179695,184.4439909250232,7690.442218935352,5360.058999319926,3763.112050679506,2187.5865584899493,131026.6307683537,75345.31787277074,12590.339567058605,7441.637590563869,48261.90100319868,36053.56204525333,5541.537335094218,3159.6373227116583,3099.906667267437,2559.8574116645786,553.253537498715,312.96044985938863,6250.366368414213,4560.477442403979,862.2236128851083,458.8644295617115,1739.0129630003194,1430.1520347861265,241.1530609449936,139.40427328017884,7989.379331414531,5990.629477190106,1103.376673830102,598.2687028418904,386640.08761049097,197687.0286093551,102165.87683534842,51570.43355079217,129706.86701291287,90328.77936883438,43920.09040337556,22734.37580715743,10808.663721525958,8572.347920878661,5694.53899336647,3385.577513364654,19447.72739107163,14005.478239014232,8539.524977575391,4864.42268866682,3335.901713651927,2790.9569514434083,1080.344687427378,752.5671781159713,22783.629104723557,16796.435190457636,9619.869665002769,5616.989866782791
Vermont,7603.501399750399,4982.646139128809,4657.528215803379,3102.04392256318,3150.705519392806,2533.2060559286897,2317.822245671068,1514.3489554728774,432.10431680683865,384.2836312816235,357.4146569306155,285.8582757022442,597.7338623111128,549.9131767858978,485.72822814819887,353.0907521375281,247.83553363568265,230.25095170711714,207.76056312798607,150.86049903102835,845.5693959467956,780.164128493015,693.488791276185,503.95125116855644,7919.308095352075,5093.31587902643,4726.0474658118255,3213.8727022843227,3239.811762131266,2635.852760707209,2436.3666039910577,1646.7813910863408,276.9191737027113,191.32842944468868,191.32842944468868,149.94506604901846,378.5552770743125,280.5754217658555,280.5754217658555,213.24209595306036,261.11392211829366,243.52934018972817,202.38421963217758,124.43665008207928,639.6691991926062,524.1047619555837,482.959641398033,337.6787460351397,14471.133666607006,9809.10738161486,7137.611005802081,5022.416665439786,6314.465051360288,5362.589063286984,3910.9549076493045,2796.0243627738523,595.9275735863902,458.0539035506605,390.23474688655034,354.77737001092993,998.4108589173849,788.228515830828,612.3564098716815,471.0557425848453,176.94585346298499,153.23759478197815,136.56067012204716,60.19149959647262,1175.3567123803696,941.466110612806,748.9170799937287,531.2472421813179,16741.169684119577,11959.514097112962,2167.0328961067476,1602.6299268220357,8008.512951125899,6825.640444638252,1143.2047304450052,887.4335342907636,792.0601993042519,659.0478769545606,131.51394978309216,115.50744912540019,1301.2675286364163,1070.4676562918373,203.79064475011015,161.98857455397024,268.02777577713624,196.3522168189317,47.15475994933603,38.281166685889865,1569.2953044135525,1266.8198731107689,250.94540469944616,200.2697412398601,46735.112845829055,31844.58349688306,18688.21958352403,12940.963217109325,20713.49528401026,17357.288324561134,9808.348487756437,6844.5882436238335,2097.011263400192,1692.7138412315335,1070.4917830449467,906.0881608875928,3275.9675269392264,2689.1847706744184,1582.450704535846,1199.3771652294042,953.9230849940975,823.3701034977552,593.860212831547,373.7698153954701,4229.890611933324,3512.5548741721736,2176.310917367393,1573.1469806248742
